rowid,user,ts,ts converted,new ts,,channel,text,agreeableness,conscientiousness,extraversion,openness,adventurer,advocate,architect,campaigner,commander,consul,debater,defender,entertainer,entrepreneur,executive,logician,logistician,mediator,protagonist,virtuoso,anger,fear,joy,sadness,surprise,final_sentiment
3916,U0X6CUQ3D,12/05/2016 11:08,13/05/2016 8:57,13/05/2016 8:57,21,Modelling,actually look code tell story already,0.544549334,0.498332815,0.525682277,0.495718848,0.06225692,0.067424797,0.054514245,0.070832655,0.061715816,0.075953311,0.057269563,0.067090378,0.070481333,0.056985513,0.061409712,0.050586822,0.05424386,0.062567247,0.076331909,0.050335917,0.0138371,0.0183973,0.017258262,0.017940339,0.932567,0.356564105
3917,U0WFHMEM8,12/05/2016 11:09,13/05/2016 8:57,13/05/2016 8:57,21,Modelling,ok,0.37901826,0.54671252,0.740137027,0.160803027,0.004016378,2.14E-05,3.80E-05,0.001134066,0.001766829,0.163616046,0.002015985,0.003519993,0.186688984,0.331869698,0.290853828,4.34E-05,0.006257354,2.44E-05,0.000993907,0.007139758,0.186703593,0.266396761,0.197499037,0.158267066,0.191133499,0.551310182
3918,U0WFHMEM8,12/05/2016 11:09,13/05/2016 8:57,13/05/2016 8:57,21,Modelling,dashboard,0.583095402,0.597789954,0.301437414,0.414931597,0.10777782,0.130606004,0.080567024,0.017965681,0.019103725,0.044052475,0.011082503,0.185784545,0.025555838,0.015764649,0.027174683,0.046738754,0.114605051,0.0757675,0.030968764,0.066484985,0.204139084,0.216341048,0.214696944,0.170278996,0.194543898,0.549603939
3919,U0X6CUQ3D,12/05/2016 11:09,13/05/2016 8:57,13/05/2016 8:57,21,Modelling,glad need talk tokenization idf talking message level sentiment right talk need step,0.563437083,0.401978074,0.59459129,0.497251211,0.086486645,0.0368227,0.024478326,0.102311041,0.037337839,0.072423098,0.068012477,0.047479883,0.131921783,0.087696568,0.048144113,0.044588322,0.031562814,0.06707413,0.056167241,0.057493022,0.573207617,0.278946161,0.038218681,0.099014029,0.010613553,0.337735295
3920,U0X6CUQ3D,12/05/2016 11:09,13/05/2016 8:57,13/05/2016 8:57,21,Modelling,need dashboard,0.449817383,0.5973809,0.343941655,0.342898913,0.099984002,0.051430381,0.060534009,0.017397694,0.026349339,0.056001434,0.020477239,0.128655647,0.043521195,0.051224828,0.065914176,0.04704366,0.151428824,0.039968827,0.022386698,0.117682046,0.249067962,0.236955523,0.170180053,0.199201494,0.144594982,0.232084543
3921,U0X6CUQ3D,12/05/2016 11:09,13/05/2016 8:58,13/05/2016 8:58,21,Modelling,u use final report,0.428797175,0.429004541,0.614465981,0.479050981,0.050023916,0.019828626,0.027118556,0.077946947,0.058740702,0.059705774,0.10660389,0.027564097,0.108355324,0.148191808,0.081656411,0.04921534,0.037697948,0.035985417,0.0429502,0.068415047,0.061855413,0.483543456,0.06393826,0.079365022,0.311297894,0.629512608
3922,U0WFHMEM8,12/05/2016 11:09,13/05/2016 8:58,13/05/2016 8:58,21,Modelling,ok,0.37901826,0.54671252,0.740137027,0.160803027,0.004016378,2.14E-05,3.80E-05,0.001134066,0.001766829,0.163616046,0.002015985,0.003519993,0.186688984,0.331869698,0.290853828,4.34E-05,0.006257354,2.44E-05,0.000993907,0.007139758,0.186703593,0.266396761,0.197499037,0.158267066,0.191133499,0.551310182
3923,U0X6CUQ3D,12/05/2016 11:10,13/05/2016 8:58,13/05/2016 8:58,21,Modelling,ohh average message length per user,0.503308917,0.48683943,0.727511281,0.60268595,0.007486545,0.024899482,0.030492175,0.11408445,0.195480164,0.067154309,0.139709049,0.010475134,0.047994971,0.058775159,0.082237892,0.02179266,0.012827962,0.017795581,0.15962636,0.009168104,0.405548573,0.152734131,0.113323644,0.172127128,0.15626657,0.168281168
3924,U0X6CUQ3D,12/05/2016 11:10,13/05/2016 8:58,13/05/2016 8:58,21,Modelling,like word message smile,0.832550349,0.44010677,0.776302028,0.360376709,0.041764402,0.020044028,0.00172594,0.115928882,0.010907357,0.288394807,0.009982338,0.045634525,0.263936936,0.02272693,0.024832934,0.001579568,0.003929471,0.018344156,0.1266715,0.003596225,0.028262211,0.054156236,0.510651708,0.05316649,0.353763402,0.764455795
3925,U0WFHMEM8,12/05/2016 11:10,13/05/2016 8:59,13/05/2016 8:59,21,Modelling,loaded paper dashboard,0.427467439,0.503772656,0.406590158,0.49916781,0.077051947,0.058181881,0.079123531,0.040154318,0.045387034,0.036735962,0.054607231,0.064042056,0.044198727,0.060107362,0.04995849,0.095197163,0.087092983,0.0700013,0.033374434,0.104785579,0.335499823,0.179641873,0.225882173,0.159121901,0.099854231,0.506853223
3926,U0X6CUQ3D,12/05/2016 11:11,13/05/2016 8:59,13/05/2016 8:59,21,Modelling,awesome stuff,0.538397263,0.488061043,0.576769494,0.21523502,0.128081757,0.002805105,0.001885768,0.007774006,0.003319259,0.143184898,0.005226176,0.081347533,0.225444739,0.151558119,0.096257888,0.002969143,0.054686923,0.004416641,0.004937442,0.086104605,0.170841157,0.184742451,0.301983058,0.128919423,0.213513911,0.994235396
3927,U0WFHMEM8,12/05/2016 11:11,13/05/2016 8:59,13/05/2016 8:59,21,Modelling,trying something similar power bi,0.396297066,0.580206742,0.442556599,0.321153613,0.072003628,0.026348634,0.041816043,0.021604715,0.038146019,0.073076293,0.034287307,0.080106955,0.065684162,0.104242662,0.115974188,0.037586085,0.12713205,0.023683302,0.024036122,0.114271836,0.617943883,0.247828633,0.019730922,0.092848733,0.02164783,0.350861996
3928,U0X6CUQ3D,12/05/2016 11:11,13/05/2016 8:59,13/05/2016 8:59,21,Modelling,anything else think go,0.480117445,0.500590721,0.512632793,0.409096243,0.080801216,0.036565523,0.037845417,0.049672722,0.043402901,0.078231677,0.051411405,0.068214575,0.092666628,0.095910216,0.080970004,0.04482848,0.070602274,0.043312425,0.041935058,0.083629482,0.35581854,0.202857152,0.061455965,0.201723129,0.17814517,0.843963444
3929,U0X6CUQ3D,12/05/2016 11:11,13/05/2016 9:00,13/05/2016 9:00,21,Modelling,yeh rough top head go dashboard alot thought applied probably thing add,0.47129178,0.535657381,0.437432489,0.491809191,0.061962636,0.072931462,0.084597933,0.044692928,0.060614226,0.051908158,0.051842226,0.072447067,0.044396087,0.051497901,0.06021164,0.072355047,0.084036052,0.062376931,0.052255226,0.071874481,0.10211584,0.561733842,0.045451418,0.178742439,0.111956455,0.253110796
3930,U0WFHMEM8,12/05/2016 11:12,13/05/2016 9:00,13/05/2016 9:00,21,Modelling,thing good yet tool something come soon,0.437012202,0.414344339,0.54822665,0.554140486,0.060309157,0.034099792,0.044483738,0.082816708,0.056496534,0.040055124,0.108035755,0.031538247,0.076595594,0.09992021,0.052252572,0.085064231,0.041142161,0.065207482,0.043308412,0.078674285,0.060349502,0.559910417,0.100438073,0.02931881,0.249983162,0.930667818
3931,U0WFHMEM8,12/05/2016 11:12,13/05/2016 9:00,13/05/2016 9:00,21,Modelling,add bit get back soon,0.499604565,0.449563046,0.531046465,0.486917571,0.080305853,0.042717599,0.040097636,0.072510108,0.045893817,0.061976394,0.068062906,0.054149056,0.0919142,0.086276904,0.058175243,0.05946687,0.050827978,0.06335241,0.0488925,0.075380522,0.047043152,0.520106494,0.369780988,0.044006139,0.019063201,0.471561134
3932,U0WFHMEM8,12/05/2016 11:12,13/05/2016 9:01,13/05/2016 9:01,21,Modelling,see soon,0.481445694,0.502756662,0.519263243,0.4730256,0.06037281,0.049633551,0.054199523,0.060195771,0.063708859,0.068779574,0.0657334,0.058513371,0.070965252,0.077493606,0.075106859,0.055921877,0.06389623,0.051210807,0.058341784,0.065926726,0.159314781,0.249807432,0.278724462,0.142490774,0.169662565,0.665197372
3933,U0X6CUQ3D,12/05/2016 11:12,13/05/2016 9:01,13/05/2016 9:01,21,Modelling,okay hack hack hack away,0.426815186,0.594657321,0.417901712,0.229844422,0.105982967,0.013638677,0.017200465,0.009933314,0.013582856,0.090743595,0.012527433,0.11491192,0.083692584,0.105549192,0.114441596,0.015863945,0.144921565,0.012578917,0.010770185,0.133660786,0.479785383,0.165105999,0.025702722,0.258919835,0.070486099,0.057684485
3934,U0WDYEG6S,12/05/2016 11:13,13/05/2016 9:01,13/05/2016 9:01,21,Modelling,u x cuq also discus sat key point put report,0.421119046,0.442097002,0.629474058,0.513446645,0.035154631,0.022193333,0.033533891,0.083691384,0.083428884,0.05770179,0.126456796,0.023192993,0.087461118,0.132152824,0.087186791,0.05082878,0.035044367,0.033639402,0.055214737,0.053118275,0.346866846,0.399603367,0.089113243,0.14463374,0.019782776,0.318351597
3935,U0WDYEG6S,12/05/2016 11:13,13/05/2016 9:01,13/05/2016 9:01,21,Modelling,ur idea really help,0.583055881,0.408681276,0.76078659,0.339800904,0.034392881,0.005095279,0.003031965,0.077263196,0.025089765,0.155313273,0.045975764,0.018768787,0.284603956,0.169354684,0.092419766,0.005555928,0.011168439,0.009336848,0.042163855,0.020465617,0.123131603,0.175560057,0.075266317,0.091084152,0.534957886,0.764613926
3936,U0WDYEG6S,12/05/2016 11:13,13/05/2016 9:02,13/05/2016 9:02,21,Modelling,always much talk,0.736302939,0.393963385,0.572367301,0.530532771,0.116274418,0.081427471,0.018231467,0.124145258,0.019437111,0.086685245,0.027795904,0.081308338,0.123963626,0.027755237,0.019408673,0.026071782,0.018204793,0.116444783,0.086812256,0.026033637,0.413638353,0.201426536,0.11695563,0.207221627,0.060757831,0.456586808
3937,U0X6CUQ3D,12/05/2016 11:13,13/05/2016 9:02,13/05/2016 9:02,21,Modelling,ohh yeh run draft got well,0.336654429,0.567934773,0.379439884,0.510802841,0.038658952,0.053211744,0.131409623,0.025727927,0.076012418,0.026752695,0.063536672,0.046249832,0.022361836,0.055223907,0.066067398,0.109841659,0.114216759,0.044478221,0.030779735,0.095470621,0.044361979,0.410600394,0.221835196,0.082150355,0.241052061,0.551773846
3938,U0X6CUQ3D,12/05/2016 11:14,13/05/2016 9:02,13/05/2016 9:02,21,Modelling,actually deploy,0.171360286,0.487238212,0.221302476,0.70665941,0.014365177,0.023937211,0.220259175,0.004556583,0.023952189,0.000892417,0.041927576,0.008206471,0.001562148,0.014374166,0.008211607,0.38555696,0.075512164,0.041901357,0.002603063,0.132181737,0.160405248,0.186674625,0.17006889,0.125220791,0.357630432,0.744463325
3939,U0X6CUQ3D,12/05/2016 11:14,13/05/2016 9:02,13/05/2016 9:02,21,Deployment,hey guy,0.522231406,0.418864989,0.607909491,0.494732737,0.066864878,0.032181611,0.027299874,0.096832753,0.04931123,0.07250266,0.082143866,0.040139204,0.120776725,0.102455696,0.061504491,0.045476805,0.034050352,0.053608924,0.058129016,0.056721919,0.194116428,0.194658965,0.173442066,0.154012382,0.283770204,0.758193254
3940,U0X6CUQ3D,12/05/2016 11:14,13/05/2016 9:02,13/05/2016 9:02,21,Deployment,yes final report,0.412321277,0.465608163,0.584087791,0.50358712,0.04049779,0.02783832,0.043885399,0.070160528,0.081389592,0.055268687,0.110603756,0.029800965,0.075106953,0.118401491,0.087127678,0.059637724,0.046979388,0.03783067,0.051628778,0.063842275,0.06975998,0.478774011,0.251021653,0.059240051,0.141204268,0.781149447
3941,U0WDYEG6S,12/05/2016 11:18,13/05/2016 9:06,13/05/2016 9:06,21,Modelling,thanks ton,0.610259936,0.528025909,0.654881372,0.340351454,0.046921414,0.026628627,0.01536402,0.061383257,0.047099973,0.191294086,0.035416531,0.062400165,0.143842392,0.08299329,0.110371672,0.011552878,0.036003259,0.020023229,0.081632778,0.027072426,0.198460206,0.221532747,0.201776296,0.160734415,0.217496321,0.928245127
3942,U0X6CUQ3D,12/05/2016 11:19,13/05/2016 9:07,13/05/2016 9:07,21,Deployment,must focus output,0.275572206,0.390908776,0.3416465,0.302438139,0.217558255,0.000368287,0.000757443,0.001817754,0.000278962,0.005978855,0.003738513,0.01623388,0.080125598,0.164791572,0.012296507,0.010150868,0.033387664,0.004935595,0.000135638,0.447444609,0.248163521,0.332711518,0.140915364,0.175203308,0.103006296,0.929279864
3943,U0X6CUQ3D,12/05/2016 11:19,13/05/2016 9:07,13/05/2016 9:07,21,Deployment,also add personal journey touch,0.644935739,0.350292788,0.798179339,0.599517286,0.016927096,0.016556817,0.008278725,0.224549982,0.069868461,0.08889589,0.112279288,0.010533289,0.142856549,0.071431008,0.044449646,0.013303991,0.005266846,0.026606964,0.139731576,0.008463872,0.083642788,0.164426744,0.646627069,0.06226268,0.043040693,0.926103592
3944,U0X6CUQ3D,12/05/2016 11:19,13/05/2016 9:07,13/05/2016 9:07,21,Deployment,stuff data say,0.297605691,0.430437612,0.356006843,0.473531692,0.107686221,0.017500946,0.040370798,0.023115673,0.016330982,0.013341513,0.053322727,0.032980718,0.043561729,0.100487239,0.030775908,0.131815772,0.076079194,0.057142807,0.007079564,0.248408207,0.322915971,0.181509241,0.142572731,0.148956895,0.204045177,0.489476353
3945,U0WDYEG6S,12/05/2016 11:19,13/05/2016 9:07,13/05/2016 9:07,21,Deployment,yep,0.77517067,0.440529884,0.705368122,0.511000278,0.043951875,0.061614275,0.012637006,0.150852259,0.037377381,0.157049387,0.030939599,0.053097197,0.129999615,0.026662749,0.032210622,0.010460442,0.010890165,0.051001995,0.182240962,0.009014472,0.186433986,0.210172355,0.213976413,0.159851819,0.229565352,0.814614117
3946,U0WDYEG6S,12/05/2016 11:19,13/05/2016 9:07,13/05/2016 9:07,21,Deployment,thats true,0.552867292,0.337603202,0.716738616,0.435710283,0.067807766,0.008733548,0.005737547,0.110746122,0.021737305,0.076753907,0.072755207,0.020259143,0.256896905,0.168769681,0.050423853,0.019203688,0.013309343,0.029231365,0.033087972,0.044546645,0.191657484,0.195995808,0.188485861,0.230947047,0.192913786,0.520597041
3947,U0WDYEG6S,12/05/2016 11:19,13/05/2016 9:07,13/05/2016 9:07,21,Deployment,coz reflective,0.854220805,0.343369764,0.512357368,0.773245703,0.046770249,0.237089115,0.014066537,0.156527829,0.007414486,0.019682373,0.009286822,0.037340799,0.024652646,0.001462646,0.001167758,0.017618676,0.002215436,0.296959824,0.124969917,0.002774887,0.203129143,0.21794197,0.17741254,0.188708782,0.212807596,0.720435023
3948,U0WEAA087,12/05/2016 11:55,13/05/2016 9:43,13/05/2016 9:43,21,Deployment,haha love drawing martin,0.821761424,0.463099682,0.718948206,0.429820184,0.048864589,0.050181165,0.005946411,0.125096789,0.020294799,0.22832236,0.014823828,0.066898847,0.166772355,0.019762336,0.02705594,0.004343407,0.007927438,0.036653576,0.17126576,0.005790399,0.034935333,0.059752263,0.556244373,0.067662388,0.281405658,0.939618587
3949,U0WEAA087,12/05/2016 11:56,13/05/2016 9:44,13/05/2016 9:44,21,Modelling,wait indico sentiment analysis,0.448534969,0.414399828,0.604308186,0.642504656,0.028871129,0.041027571,0.056489967,0.109808483,0.101565424,0.034870069,0.151192904,0.019394485,0.051908482,0.071471657,0.048011839,0.084092419,0.026703843,0.061074698,0.073765004,0.039752028,0.102491155,0.231226712,0.232896209,0.098752454,0.33463347,0.195910394
3950,U0WEAA087,12/05/2016 11:56,13/05/2016 9:45,13/05/2016 9:45,21,Deployment,think might quiet day work tomorrow going try write much possible tomorrow,0.518884746,0.476060104,0.452656984,0.5459749,0.07626142,0.081241128,0.071703142,0.062763095,0.048402779,0.0449822,0.055394493,0.066635949,0.051479817,0.045435911,0.039701138,0.082060562,0.058812661,0.092976297,0.054841339,0.067308069,0.017151093,0.767370641,0.168233231,0.016918063,0.030326962,0.234574988
3951,U0WDYEG6S,12/05/2016 11:57,13/05/2016 9:45,13/05/2016 9:45,21,Modelling,look like,0.555558507,0.449543194,0.671118113,0.423871597,0.049575101,0.022313307,0.016483724,0.09076099,0.051694402,0.119868394,0.067048739,0.038222273,0.155471857,0.114853221,0.088551536,0.021379741,0.028236308,0.028940834,0.069976485,0.036623092,0.176453233,0.214819998,0.198720038,0.18266952,0.227337226,0.335768849
3952,U0WEAA087,12/05/2016 12:06,13/05/2016 9:54,13/05/2016 9:54,21,Modelling,well cool,0.644418564,0.373495213,0.744511619,0.458489864,0.048245198,0.016513421,0.007235268,0.143038764,0.034225109,0.124628647,0.062671673,0.026346786,0.228215075,0.09999122,0.054605376,0.013248938,0.011543704,0.030238728,0.078113716,0.021138377,0.220239311,0.207128748,0.192763686,0.166543186,0.213325083,0.973326385
3953,U0WEAA087,12/05/2016 12:06,13/05/2016 9:55,13/05/2016 9:55,21,Modelling,guess ill stop per day api call,0.335895363,0.483631834,0.602379438,0.503794609,0.023627224,0.017832224,0.045278022,0.055605044,0.109258699,0.044120574,0.141187464,0.018284058,0.057013969,0.144764881,0.112027101,0.058509658,0.04642528,0.02304335,0.04303027,0.05999218,0.582291186,0.146493405,0.042453915,0.192959011,0.03580248,0.158917814
3954,U0WDYEG6S,12/05/2016 12:09,13/05/2016 9:58,13/05/2016 9:58,21,Modelling,question wanna use indico,0.526145508,0.440264719,0.595734338,0.511106272,0.058739351,0.041118191,0.035505412,0.095233805,0.060229408,0.072979366,0.082234053,0.043021549,0.099642172,0.086040661,0.063017428,0.048477214,0.037148955,0.056140606,0.069750615,0.050721221,0.369845867,0.24641183,0.067761086,0.186978698,0.129002512,0.180798128
3955,U0WEAA087,12/05/2016 12:10,13/05/2016 9:58,13/05/2016 9:58,21,Modelling,rather use limit,0.350358702,0.533407721,0.363012878,0.54421545,0.047906592,0.058798608,0.128322696,0.028580322,0.060225358,0.02170936,0.062373994,0.046256324,0.022483877,0.049069048,0.047378734,0.132900814,0.100950284,0.060896342,0.027595798,0.104551847,0.437555134,0.132549584,0.087309107,0.170556992,0.172029182,0.193638593
3956,U0WEAA087,12/05/2016 12:10,13/05/2016 9:58,13/05/2016 9:58,21,Modelling,chance failure,0.273761944,0.610634382,0.486416806,0.436552255,0.016949825,0.022057104,0.093648957,0.020347748,0.131485111,0.03621968,0.086391461,0.025797106,0.023797912,0.101039996,0.15377973,0.061531456,0.109528073,0.014492481,0.030968639,0.071964728,0.178217232,0.276306212,0.149958223,0.256918341,0.138599977,0.159264863
3957,U0WDYEG6S,12/05/2016 12:16,13/05/2016 10:04,13/05/2016 10:04,21,Modelling,yeah thats true,0.535074925,0.295295441,0.786296335,0.546420822,0.027337365,0.006105013,0.00474653,0.182390396,0.036993676,0.055583245,0.141805005,0.007131692,0.213062964,0.165652333,0.043214895,0.018194505,0.005544753,0.023401875,0.047581475,0.021254273,0.210293859,0.168716341,0.204569012,0.276614487,0.139806375,0.467371196
3958,U0WDYEG6S,12/05/2016 12:17,13/05/2016 10:05,13/05/2016 10:05,21,Modelling,need try also give score,0.465012466,0.50185767,0.509942365,0.437087728,0.070646756,0.040188661,0.04591929,0.052293117,0.052147631,0.070021284,0.059749759,0.061658173,0.080229049,0.091669165,0.080005847,0.052613445,0.070450208,0.046047399,0.045639718,0.080720502,0.234143198,0.606002569,0.024917807,0.107887849,0.027048526,0.223890394
3959,U0WDYEG6S,12/05/2016 12:17,13/05/2016 10:05,13/05/2016 10:05,21,Modelling,alyen within negative positive also give u range,0.585019883,0.40067688,0.684695041,0.584711088,0.035478697,0.039220088,0.026694834,0.152907003,0.076310849,0.074364721,0.10407491,0.026014046,0.101420725,0.069031193,0.050615743,0.036407176,0.017706249,0.053489473,0.112116006,0.024148287,0.04901842,0.157750949,0.116976097,0.103950679,0.572303832,0.59220469
3960,U0WDYEG6S,12/05/2016 12:29,13/05/2016 10:18,13/05/2016 10:18,21,Data Preparation,tokenization cleaning,0.568454729,0.595494445,0.630895386,0.190385747,0.048340323,0.008387893,0.005796304,0.016790849,0.018708926,0.251585238,0.011603018,0.077944855,0.156029691,0.107821544,0.173853502,0.003594788,0.053862406,0.005202055,0.027073884,0.033404721,0.186540008,0.226358175,0.219110951,0.150144756,0.217846096,0.687576056
3961,U0WDYEG6S,12/05/2016 12:37,13/05/2016 10:26,13/05/2016 10:26,21,Modelling,ok indico thing lot stuff,0.41076556,0.483604454,0.70127234,0.234716116,0.029997683,0.00138935,0.001960122,0.016265148,0.013766487,0.126392545,0.022947182,0.017996228,0.210682128,0.297234383,0.178317025,0.003267303,0.025389423,0.002315891,0.009757797,0.042321306,0.256796539,0.301750362,0.162969679,0.150304705,0.12817876,0.494323492
3962,U0WDYEG6S,12/05/2016 12:38,13/05/2016 10:26,13/05/2016 10:26,21,Modelling,work get others work,0.48052467,0.508699638,0.528287464,0.430363064,0.065559706,0.040635885,0.043694969,0.054681745,0.055956403,0.079898946,0.058798207,0.062391109,0.083956697,0.090276987,0.08591377,0.045914064,0.067087934,0.042699621,0.052038896,0.070495064,0.297772527,0.194952458,0.308283627,0.155559361,0.043432068,0.396966815
3963,U0X6CUQ3D,12/05/2016 12:45,13/05/2016 10:33,13/05/2016 10:33,21,Modelling,drop aylien sentiment better visualization indico give polarity measure enough,0.402854933,0.410832047,0.561800317,0.711704573,0.020304167,0.046711747,0.083822507,0.096981658,0.11401931,0.018094942,0.174030008,0.013302689,0.027618681,0.049560705,0.032470703,0.127940009,0.023871185,0.071297096,0.063539512,0.036435079,0.156087846,0.270660937,0.232625201,0.207288533,0.133337468,0.128045514
3964,U0X6CUQ3D,12/05/2016 12:45,13/05/2016 10:34,13/05/2016 10:34,21,Modelling,indico whole bunch api call make like emotion etc,0.379460731,0.462275334,0.627632898,0.447284587,0.034627772,0.014364298,0.026394385,0.061430869,0.072988478,0.061916702,0.11287917,0.022390565,0.095756291,0.175952104,0.113771886,0.040819816,0.041142645,0.022214876,0.039721639,0.063628503,0.341722369,0.190087557,0.1820831,0.240642756,0.045464158,0.339030087
3965,U0X6CUQ3D,12/05/2016 12:45,13/05/2016 10:34,13/05/2016 10:34,21,Modelling,would interesting add insight dashboard u x ckz u wfhmem,0.56277707,0.43577401,0.631886046,0.502456162,0.054659143,0.038883128,0.028176063,0.107269344,0.05958084,0.088593326,0.077731087,0.041896206,0.115581713,0.083754518,0.064197794,0.036759401,0.030359444,0.050728184,0.082221899,0.03960791,0.182438314,0.184454486,0.168823168,0.234977722,0.22930637,0.898077905
3966,U0X6CUQ3D,12/05/2016 12:46,13/05/2016 10:35,13/05/2016 10:35,21,Data Preparation,sentiment message level term level,0.626396796,0.389719933,0.768562233,0.618548024,0.015577797,0.026261855,0.015437435,0.198165798,0.097207701,0.081856615,0.116487268,0.012999548,0.098091544,0.057660888,0.048117556,0.0184992,0.00764149,0.031470467,0.165367786,0.009157055,0.455674887,0.236779779,0.10255532,0.130986512,0.074003525,0.551226735
3967,U0X6CUQ3D,12/05/2016 12:46,13/05/2016 10:35,13/05/2016 10:35,21,Data Preparation,need explain explored issue anyway,0.256347744,0.510189658,0.451729417,0.702405823,0.007874712,0.034132042,0.182246102,0.029816091,0.161381419,0.007068656,0.159201324,0.007982548,0.006973166,0.037232821,0.037742689,0.179784147,0.042622363,0.033670954,0.030224391,0.042046579,0.596919894,0.226366028,0.024496492,0.140868574,0.011349048,0.166727513
3968,U0X6CUQ3D,12/05/2016 12:46,13/05/2016 10:35,13/05/2016 10:35,21,Data Preparation,realised model using api require u,0.367219635,0.424928614,0.532647381,0.573881749,0.044936146,0.028700655,0.055424561,0.068459808,0.068857205,0.029076773,0.132204466,0.023404485,0.055826827,0.107808598,0.056150891,0.106414057,0.045196992,0.055104688,0.035656519,0.086777328,0.090283535,0.057304326,0.091379434,0.152339384,0.608693361,0.381874055
3969,U0X6CUQ3D,12/05/2016 12:47,13/05/2016 10:35,13/05/2016 10:35,21,Data Preparation,cleaning really,0.774163781,0.551107451,0.753945397,0.208479437,0.026407029,0.007640798,0.001444446,0.035969619,0.012537726,0.422626885,0.006799837,0.048690001,0.229211752,0.043331085,0.079895034,0.000783396,0.009204548,0.004143988,0.066321765,0.004992088,0.20473586,0.212622836,0.207680926,0.16144979,0.213510573,0.568939626
3970,U0X6CUQ3D,12/05/2016 12:47,13/05/2016 10:35,13/05/2016 10:35,21,Data Preparation,still damn struggle,0.685146121,0.414744295,0.534865653,0.550391358,0.103311896,0.091578562,0.03093496,0.108186076,0.027767466,0.070460575,0.036544927,0.078498161,0.092733581,0.031325122,0.023801368,0.040713684,0.02651644,0.12052709,0.082201647,0.034898444,0.25360775,0.199437723,0.088689454,0.298785865,0.159479201,0.124830849
3971,U0X6CUQ3D,12/05/2016 12:47,13/05/2016 10:35,13/05/2016 10:35,21,Data Preparation,teaching python whatnot lol,0.367663982,0.609818496,0.533626983,0.273512886,0.038757544,0.013973784,0.027866514,0.01899521,0.052181613,0.099976025,0.037880241,0.053390134,0.072575678,0.144730388,0.199372143,0.020229161,0.106470585,0.010144,0.026166695,0.077290279,0.035826497,0.083612263,0.079285443,0.08176814,0.719507635,0.760106266
3972,U0X6CUQ3D,12/05/2016 12:47,13/05/2016 10:36,13/05/2016 10:36,21,Data Preparation,regex hour passed,0.118949757,0.680988305,0.162183565,0.210260615,0.029425373,0.001995107,0.025818853,0.000300908,0.003838128,0.004311411,0.003894076,0.029002602,0.004374259,0.056607646,0.055794332,0.026195215,0.375325099,0.00202419,0.000296585,0.380796216,0.147347704,0.235969663,0.248808622,0.151064068,0.216809928,0.482646734
3973,U0WFHMEM8,12/05/2016 12:57,13/05/2016 10:45,13/05/2016 10:45,21,Modelling,back,0.508609974,0.47547096,0.4580256,0.512386659,0.085560477,0.067499996,0.061188913,0.059501226,0.043813306,0.049764267,0.053938009,0.069499922,0.061264161,0.055536113,0.045111433,0.075328898,0.063001851,0.083098393,0.048332253,0.077560784,0.189724118,0.225272417,0.217362881,0.169060469,0.198580056,0.341531664
3974,U0WFHMEM8,12/05/2016 12:57,13/05/2016 10:45,13/05/2016 10:45,21,Modelling,got first draft,0.417871804,0.530792715,0.506393764,0.33982292,0.074356789,0.021452226,0.029939433,0.031395692,0.037712776,0.080614433,0.04381686,0.063998217,0.09366246,0.130718409,0.112508155,0.034785345,0.089318016,0.024924424,0.027021988,0.103774779,0.085801639,0.340915114,0.294503689,0.088290393,0.190489143,0.070709802
3975,U0WFHMEM8,12/05/2016 12:57,13/05/2016 10:46,13/05/2016 10:46,21,Modelling,hussam uploaded Happy share pasted image pm,0.668967562,0.437815664,0.631773996,0.566350057,0.048705864,0.075124701,0.032359381,0.134392586,0.059166008,0.091019159,0.057888562,0.049780672,0.089053975,0.038359308,0.039205797,0.031660714,0.021442638,0.073502693,0.137358272,0.020979672,0.031741865,0.049041957,0.715109646,0.120666072,0.083440453,0.819966495
3976,U0WFHMEM8,12/05/2016 12:58,13/05/2016 10:46,13/05/2016 10:46,21,Modelling,look give feedback,0.541474762,0.447778665,0.551246411,0.585972512,0.051187042,0.070141211,0.058518194,0.098188731,0.070780249,0.053495097,0.081917993,0.044227543,0.061912907,0.051653393,0.04463049,0.067726423,0.036898649,0.081178399,0.084838782,0.042704898,0.16074115,0.280988038,0.170154423,0.169467032,0.218649417,0.213086486
3977,U0WFHMEM8,12/05/2016 12:58,13/05/2016 10:46,13/05/2016 10:46,21,Modelling,draft ok,0.372166722,0.532775049,0.695825435,0.190091928,0.019678448,0.000535388,0.00095953,0.006131251,0.008536123,0.135992571,0.010988505,0.015286671,0.17506249,0.3137492,0.24372761,0.001235197,0.027396965,0.000689202,0.004762897,0.035267962,0.175241277,0.335732967,0.177475125,0.14875716,0.162793472,0.221234828
3978,U0WFHMEM8,12/05/2016 12:59,13/05/2016 10:47,13/05/2016 10:47,21,Modelling,continue adding stuff,0.559369926,0.325969751,0.70041962,0.309370676,0.116963838,0.001746258,0.000962389,0.032859999,0.003194919,0.068503133,0.018109646,0.020634858,0.3882939,0.213994682,0.037753124,0.005455078,0.011372184,0.009898254,0.005797188,0.064460553,0.43978864,0.175971195,0.151484102,0.161548913,0.071207181,0.82341522
