rowid,user,ts,ts converted,new ts,,channel,text,agreeableness,conscientiousness,extraversion,openness,adventurer,advocate,architect,campaigner,commander,consul,debater,defender,entertainer,entrepreneur,executive,logician,logistician,mediator,protagonist,virtuoso,anger,fear,joy,sadness,surprise,final_sentiment
769,U0X6CUQ3D,16/04/2016 3:34,17/04/2016 1:22,17/04/2016 1:22,21,Business Understanding,talk find important aspect predictive analytics,0.561077278,0.449515534,0.562061536,0.759682338,0.009819802,0.121188201,0.106784511,0.118048464,0.128572075,0.014614351,0.104017945,0.012137832,0.011823366,0.010418113,0.012877378,0.086391274,0.010695204,0.09804421,0.145914593,0.008652681,0.049080361,0.859046578,0.033332687,0.045645021,0.012895327,0.806317806
770,U0X6CUQ3D,16/04/2016 3:34,17/04/2016 1:22,17/04/2016 1:22,21,Business Understanding,modelling,0.13977505,0.457149531,0.434839804,0.591473066,0.009400625,0.005249302,0.086431698,0.010394113,0.073897929,0.003470478,0.171142908,0.004059103,0.008037407,0.132338874,0.057142708,0.200170323,0.066834634,0.012157051,0.004488082,0.154784767,0.199929744,0.236453161,0.200850531,0.165192425,0.197574109,0.744863689
771,U0X6CUQ3D,16/04/2016 3:34,17/04/2016 1:22,17/04/2016 1:22,21,Business Understanding,talk need ask right question objective address lever influence objective,0.450157508,0.45470596,0.494901262,0.68999758,0.026489219,0.080363151,0.112620734,0.079870018,0.100273113,0.021128789,0.111929658,0.023730586,0.023584968,0.03305192,0.029609839,0.125712665,0.033255989,0.089705204,0.071552219,0.03712193,0.498490214,0.317887485,0.074066848,0.081851989,0.027703442,0.478257328
772,U0X6CUQ3D,16/04/2016 3:35,17/04/2016 1:23,17/04/2016 1:23,21,Business Understanding,business understanding,0.349065041,0.49759642,0.535564528,0.702184179,0.008968282,0.049110671,0.136624205,0.05875047,0.189129783,0.014366082,0.163441795,0.010377818,0.012414852,0.034537692,0.039965946,0.11806763,0.028870734,0.042440361,0.067984224,0.024949453,0.204463914,0.221639931,0.232244417,0.145735294,0.195916444,0.929220319
773,U0WDYEG6S,16/04/2016 3:36,17/04/2016 1:24,17/04/2016 1:24,21,General,hey u x cuq u want create kanban project,0.510550233,0.444018593,0.716135777,0.343106536,0.03754897,0.007127766,0.006325919,0.064424536,0.035794359,0.133009342,0.057177012,0.023506673,0.212465787,0.188564164,0.118046276,0.010104864,0.020862259,0.011385715,0.040331506,0.033324849,0.185279518,0.160962909,0.25240019,0.23495546,0.166401953,0.715222895
774,U0WDYEG6S,16/04/2016 3:36,17/04/2016 1:24,17/04/2016 1:24,21,General,jira,0.434145095,0.527903373,0.465125925,0.390751545,0.080325656,0.03518964,0.045629219,0.035957156,0.041936471,0.066402044,0.046624432,0.072249127,0.073824943,0.095726313,0.086101294,0.050729982,0.093683006,0.039123392,0.032341761,0.104155568,0.190996975,0.228191167,0.206657887,0.16327326,0.210880697,0.563396931
775,U0WDYEG6S,16/04/2016 3:36,17/04/2016 1:24,17/04/2016 1:24,21,General,easier,0.353410945,0.552114445,0.36150924,0.408227984,0.077880965,0.03698183,0.072043482,0.02098891,0.036262819,0.034766707,0.04088803,0.069071151,0.039201094,0.076366782,0.067728251,0.081232407,0.134555977,0.041698749,0.018614667,0.151718179,0.196012124,0.22072047,0.209515139,0.164121076,0.209631234,0.84533
776,U0WDYEG6S,16/04/2016 3:39,17/04/2016 1:27,17/04/2016 1:27,21,General,u x cuq done,0.4919319,0.468250292,0.724314868,0.315197803,0.027905414,0.005171567,0.005135271,0.053160321,0.037645648,0.14589011,0.05278722,0.019900979,0.204569023,0.203133274,0.144866198,0.007200744,0.019761306,0.007251639,0.037911728,0.027709562,0.148728639,0.199608296,0.239658237,0.14792636,0.264078468,0.480353981
777,U0X6CUQ3D,16/04/2016 3:39,17/04/2016 1:27,17/04/2016 1:27,21,General,awesome,0.613140932,0.516534203,0.589079691,0.243774015,0.107298601,0.01344358,0.006532562,0.025803077,0.011987102,0.188234315,0.012538342,0.102581287,0.196890478,0.095673866,0.091467626,0.006832969,0.049846739,0.014061798,0.024668662,0.052138996,0.16877234,0.193515003,0.256926328,0.147623643,0.233162642,0.969508052
778,U0WDYEG6S,16/04/2016 3:39,17/04/2016 1:27,17/04/2016 1:27,21,General,created kanban project,0.407186474,0.435069851,0.562355543,0.634126952,0.029284599,0.041684746,0.070969033,0.086307731,0.102966928,0.029773129,0.146940472,0.020520862,0.042488182,0.072336898,0.050689287,0.101277404,0.034937139,0.05948683,0.060479198,0.049857559,0.163804308,0.221791029,0.211320475,0.136505961,0.266578227,0.531482637
779,U0WDYEG6S,16/04/2016 3:39,17/04/2016 1:27,17/04/2016 1:27,21,General,u r project lead,0.519951053,0.506316803,0.736610079,0.245166022,0.021133614,0.002792544,0.002428295,0.032637329,0.025712568,0.202743558,0.028380244,0.019147104,0.223778179,0.194589428,0.176298484,0.002680231,0.016649631,0.00308227,0.029569497,0.018377028,0.141966552,0.487393558,0.161144227,0.112751774,0.096743867,0.242223248
780,U0X6CUQ3D,16/04/2016 3:39,17/04/2016 1:27,17/04/2016 1:27,21,General,okay yes probably fluid,0.643807298,0.405229493,0.800719344,0.554597855,0.010973087,0.01381534,0.00732623,0.185403793,0.088382568,0.118999188,0.098319023,0.00986411,0.132377731,0.070199476,0.063104883,0.008149885,0.005230905,0.015368537,0.166666256,0.005818992,0.116567239,0.456512481,0.208604723,0.07087183,0.147443622,0.580462992
781,U0X6CUQ3D,16/04/2016 3:39,17/04/2016 1:27,17/04/2016 1:27,21,General,rather stressing week sprint,0.621279168,0.38057992,0.645554552,0.45071544,0.097391616,0.026341361,0.012279565,0.109634466,0.024902805,0.096237258,0.051108353,0.047454561,0.197508985,0.092072862,0.044862971,0.025201513,0.022121916,0.054060719,0.053419951,0.045401098,0.087682053,0.649271131,0.154075235,0.074954517,0.034017071,0.120373093
782,U0X6CUQ3D,16/04/2016 3:40,17/04/2016 1:28,17/04/2016 1:28,21,General,hey hey u r make hard clean data,0.447173975,0.374483221,0.734643388,0.551575292,0.020800276,0.010463171,0.013837562,0.12950977,0.080218581,0.056475578,0.171276895,0.009741936,0.120582556,0.159470639,0.074689046,0.029544959,0.012883728,0.022340204,0.060656693,0.027508401,0.136961818,0.032241259,0.15786387,0.090122402,0.58281064,0.394105792
783,U0X6CUQ3D,16/04/2016 3:40,17/04/2016 1:28,17/04/2016 1:28,21,General,smile,0.870078904,0.500813588,0.700671263,0.164362472,0.102371679,0.002496565,5.01E-06,0.006722451,1.65E-05,0.413269462,1.35E-05,0.125347075,0.337519554,0.000677435,0.000829472,4.09E-06,0.000251584,0.002038959,0.008231178,0.00020547,0.151597202,0.181753993,0.292009592,0.151196837,0.223442376,0.83499676
784,U0WDYEG6S,16/04/2016 3:40,17/04/2016 1:28,17/04/2016 1:28,21,General,oh boy,0.683186171,0.328958883,0.80632875,0.38866163,0.039113791,0.004650294,0.001433098,0.125600075,0.014045973,0.139114495,0.038706625,0.014193726,0.383359184,0.118141174,0.042871412,0.003949202,0.004374131,0.012814862,0.04557812,0.012053837,0.173279047,0.230576277,0.204510048,0.159091622,0.232542992,0.650533557
785,U0WDYEG6S,16/04/2016 3:40,17/04/2016 1:28,17/04/2016 1:28,21,General,sorry,0.673449135,0.345388537,0.730824669,0.452387735,0.072627754,0.017034824,0.005806863,0.14372684,0.021181275,0.114531099,0.048993875,0.03139879,0.264919015,0.090306092,0.039041575,0.013431709,0.010703279,0.039402825,0.062136698,0.024757485,0.209104493,0.212780952,0.179663256,0.215058804,0.183392555,0.168736517
786,U0X6CUQ3D,16/04/2016 3:40,17/04/2016 1:28,17/04/2016 1:28,21,General,hahah yeh know right,0.655737023,0.58429125,0.797695861,0.594553409,0.000341371,0.007902719,0.005408483,0.070291372,0.272066397,0.097118135,0.048106184,0.001930638,0.017172216,0.011752364,0.066465952,0.000956316,0.001321295,0.001397341,0.39753559,0.000233628,0.063394018,0.085444592,0.085354462,0.092801608,0.673005342,0.769915938
787,U0X6CUQ3D,16/04/2016 3:40,17/04/2016 1:28,17/04/2016 1:28,21,General,going get challenging,0.328724966,0.514074213,0.43809367,0.575457594,0.031508386,0.04484132,0.118060036,0.038324217,0.092871297,0.022813317,0.100901545,0.029000791,0.024785903,0.065257326,0.060063824,0.128268265,0.076354453,0.048718588,0.035274185,0.082956549,0.141035631,0.366270602,0.27478224,0.098506793,0.119404726,0.895016611
788,U0WDYEG6S,16/04/2016 3:40,17/04/2016 1:28,17/04/2016 1:28,21,General,disappointed,0.426865353,0.506880104,0.486496592,0.498363159,0.053790673,0.048528539,0.070276274,0.052050551,0.070076936,0.049866814,0.075376652,0.050008663,0.053638096,0.077675645,0.07221429,0.075591065,0.072419706,0.052198612,0.048390888,0.077896598,0.188096732,0.224888921,0.187425464,0.22020784,0.179381043,0.014665199
789,U0WDYEG6S,16/04/2016 3:41,17/04/2016 1:28,17/04/2016 1:28,21,General,try use full word,0.550539188,0.480346274,0.478500465,0.489262187,0.090650356,0.070166706,0.051549735,0.063459721,0.041222022,0.064092638,0.04662228,0.080150327,0.072489043,0.053255899,0.047087267,0.058302967,0.058884453,0.079358839,0.056109182,0.066598564,0.509470284,0.110448912,0.056320243,0.202676922,0.121083654,0.300494343
790,U0X6CUQ3D,16/04/2016 3:41,17/04/2016 1:28,17/04/2016 1:28,21,General,type naturally,0.429830256,0.366813824,0.51661862,0.712928233,0.039610563,0.049107459,0.069082834,0.101307364,0.062986733,0.01596156,0.142516023,0.017506382,0.036115194,0.050805723,0.022454225,0.156309278,0.024627429,0.111112284,0.044774053,0.055722898,0.200841486,0.194715574,0.177362651,0.15023683,0.276843429,0.683330297
791,U0WDYEG6S,16/04/2016 3:41,17/04/2016 1:29,17/04/2016 1:29,21,General,stuck tongue closed eye,0.424059994,0.517134996,0.25903463,0.409493965,0.164987072,0.049045636,0.058080485,0.011222908,0.008824279,0.016643431,0.013290314,0.109545331,0.0250668,0.029684432,0.019709367,0.087475468,0.129725016,0.073868013,0.007451597,0.195379851,0.751627088,0.06513603,0.021595003,0.144624978,0.017016822,0.380165279
792,U0X6CUQ3D,16/04/2016 3:41,17/04/2016 1:29,17/04/2016 1:29,21,General,way capture using slang,0.462099043,0.453339787,0.687814266,0.492778459,0.024740298,0.018103065,0.023066025,0.094798362,0.09585607,0.081592445,0.120787357,0.019633742,0.102813894,0.131000348,0.103961036,0.029065286,0.025016337,0.022811506,0.075231371,0.031522858,0.33005181,0.083662227,0.252569199,0.126645952,0.207070768,0.097739257
793,U0X6CUQ3D,16/04/2016 3:41,17/04/2016 1:29,17/04/2016 1:29,21,General,smile,0.870078904,0.500813588,0.700671263,0.164362472,0.102371679,0.002496565,5.01E-06,0.006722451,1.65E-05,0.413269462,1.35E-05,0.125347075,0.337519554,0.000677435,0.000829472,4.09E-06,0.000251584,0.002038959,0.008231178,0.00020547,0.151597202,0.181753993,0.292009592,0.151196837,0.223442376,0.83499676
794,U0WDYEG6S,16/04/2016 3:41,17/04/2016 1:29,17/04/2016 1:29,21,General,maybe thats ok,0.496712267,0.396075509,0.782649465,0.310515265,0.016293372,0.001155392,0.001041766,0.05267475,0.019311713,0.122811438,0.047494507,0.006625038,0.302037882,0.272334285,0.11073368,0.002562081,0.005973505,0.002841529,0.021418048,0.014691017,0.145196274,0.498960048,0.111239359,0.176516771,0.0680876,0.389284492
795,U0X6CUQ3D,16/04/2016 3:41,17/04/2016 1:29,17/04/2016 1:29,21,General,maybe find rush end going back txt speak,0.477569422,0.451914536,0.526209571,0.501536104,0.072661395,0.042671017,0.045280302,0.071238418,0.051272421,0.055804791,0.075594567,0.049282982,0.082276962,0.087308106,0.059217189,0.066759961,0.052296581,0.062912907,0.048317839,0.077104559,0.21297127,0.530783534,0.075861342,0.160340786,0.020043069,0.332897812
796,U0X6CUQ3D,16/04/2016 3:41,17/04/2016 1:29,17/04/2016 1:29,21,General,would pretty cool insight,0.64415502,0.358221398,0.633907571,0.653492455,0.052232488,0.066044627,0.031162264,0.177276083,0.050538554,0.051181814,0.083645322,0.031558901,0.084709968,0.039969253,0.024149446,0.051576023,0.014890641,0.109309105,0.107110317,0.024645193,0.079535954,0.026105592,0.060913067,0.04756432,0.785881042,0.787492096
797,U0X6CUQ3D,16/04/2016 3:41,17/04/2016 1:29,17/04/2016 1:29,21,General,okay talk whatevs,0.757037676,0.357769246,0.762860877,0.389919729,0.071017725,0.013732426,0.002362713,0.127318449,0.011260719,0.173993483,0.021905596,0.036507141,0.338471347,0.058235209,0.029936204,0.00459621,0.006281185,0.026713832,0.065448909,0.012218854,0.346729755,0.294198453,0.093745708,0.19218415,0.073141903,0.486584514
798,U0X6CUQ3D,16/04/2016 3:42,17/04/2016 1:29,17/04/2016 1:29,21,General,haha,0.915776386,0.590204713,0.82454811,0.183782246,0.000943661,0.000652481,2.09E-06,0.032978406,0.000391655,0.658743068,0.000105386,0.003506995,0.177254394,0.000566437,0.00210509,5.61E-07,1.12E-05,0.000175569,0.122559989,3.02E-06,0.181161746,0.211281985,0.198041126,0.173102438,0.236412615,0.833690464
799,U0X6CUQ3D,16/04/2016 3:42,17/04/2016 1:30,17/04/2016 1:30,21,General,also assignment need talk ethical issue really big part course see last assignment,0.50247435,0.387905942,0.609358872,0.402784949,0.104181508,0.013536689,0.011232704,0.068251941,0.02060268,0.069513132,0.056635259,0.037898975,0.191086512,0.158563022,0.057681791,0.030877881,0.031448457,0.037211366,0.024828577,0.086449506,0.350157768,0.367717564,0.052506059,0.216752261,0.012866355,0.301156431
800,U0X6CUQ3D,16/04/2016 3:42,17/04/2016 1:30,17/04/2016 1:30,21,General,know guy felt bit uncomfortable mystery box challenge people could see conversation,0.64296704,0.435695284,0.621832087,0.512702478,0.064655327,0.05750659,0.02707858,0.117604561,0.048215951,0.100236865,0.055377384,0.056294066,0.115124874,0.054209754,0.04719932,0.031100515,0.026507629,0.066047945,0.102395878,0.030444762,0.246289611,0.271363378,0.054625023,0.241973788,0.185748205,0.188751549
801,U0X6CUQ3D,16/04/2016 3:43,17/04/2016 1:31,17/04/2016 1:31,21,General,guess group expectation privacy,0.370403441,0.504762861,0.423061905,0.540164782,0.050516054,0.050318952,0.097364345,0.040508236,0.065937558,0.028779517,0.07838116,0.042496248,0.034210729,0.066195838,0.05568675,0.115738747,0.082227852,0.059815043,0.034077247,0.097745726,0.211867064,0.075165756,0.061898265,0.223472625,0.427596301,0.131803244
802,U0X6CUQ3D,16/04/2016 3:43,17/04/2016 1:31,17/04/2016 1:31,21,General,even though understand recorded logged american business,0.406589456,0.456647825,0.569121015,0.65557899,0.020340785,0.046895224,0.084960975,0.084066232,0.132817393,0.027729732,0.152304401,0.017738227,0.031798247,0.057609493,0.050238483,0.097426476,0.032136686,0.053775706,0.073310145,0.03685179,0.426372558,0.041707058,0.08275272,0.346415281,0.102752432,0.576372027
803,U0WDYEG6S,16/04/2016 3:45,17/04/2016 1:33,17/04/2016 1:33,21,General,yep even like fact people could see chat,0.542465865,0.441392137,0.564419776,0.480030938,0.080733479,0.042754718,0.032476433,0.083858598,0.044062275,0.075768256,0.063698891,0.055845567,0.109534833,0.083202529,0.057553478,0.04694975,0.042420226,0.061808615,0.058007298,0.061325054,0.21764493,0.051925562,0.062122874,0.375287831,0.293018878,0.64560312
804,U0X6CUQ3D,16/04/2016 3:46,17/04/2016 1:34,17/04/2016 1:34,21,General,yeh super intrusive think able make strong point group since lived experience,0.320327537,0.445135233,0.641704703,0.527204615,0.01972083,0.012115791,0.033428931,0.063885323,0.105832821,0.037486217,0.17626733,0.011840601,0.062434274,0.17226371,0.103429012,0.055676759,0.032669648,0.020179166,0.038357442,0.054412153,0.254990697,0.279506207,0.222061172,0.218457967,0.024983944,0.544838369
805,U0WDYEG6S,16/04/2016 3:47,17/04/2016 1:35,17/04/2016 1:35,21,General,dam assignment many blog post need,0.428817271,0.609662007,0.55876755,0.328494086,0.032677111,0.025383297,0.038866274,0.030327865,0.080055963,0.116035643,0.046437273,0.056334005,0.067307651,0.103059802,0.177670896,0.022544776,0.086257228,0.014723839,0.052284002,0.05003438,0.199171484,0.167185172,0.165515184,0.155177414,0.31295079,0.4364537
806,U0X6CUQ3D,16/04/2016 3:47,17/04/2016 1:35,17/04/2016 1:35,21,General,minimum,0.179268483,0.605598066,0.366308312,0.375323762,0.021477913,0.010077405,0.084033448,0.007102401,0.058751508,0.014895988,0.059225485,0.021306027,0.015016161,0.125216735,0.124214634,0.084711385,0.177666659,0.010158705,0.007045561,0.179099981,0.188969895,0.22231707,0.215385854,0.163275629,0.210051581,0.393665463
807,U0X6CUQ3D,16/04/2016 3:47,17/04/2016 1:35,17/04/2016 1:35,21,General,already done business understanding data understanding one,0.358531117,0.483097885,0.517183619,0.72495399,0.009435898,0.056433555,0.145021775,0.06214022,0.170218255,0.011805753,0.159686644,0.010058212,0.011075317,0.028461118,0.030338179,0.1360491,0.025847383,0.052941942,0.066238476,0.024248174,0.634815693,0.114916846,0.117599592,0.075449668,0.057218179,0.825279236
808,U0X6CUQ3D,16/04/2016 3:47,17/04/2016 1:35,17/04/2016 1:35,21,General,pre processing one modelling one,0.294318867,0.505856876,0.491366798,0.42689611,0.044664485,0.016677587,0.048282603,0.030229411,0.058446475,0.03610781,0.087515937,0.029828644,0.054066714,0.156526341,0.104534253,0.072296871,0.086355691,0.024972501,0.020188352,0.12930633,0.177544713,0.394914627,0.273314953,0.101754472,0.052471288,0.512784481
809,U0X6CUQ3D,16/04/2016 3:48,17/04/2016 1:35,17/04/2016 1:35,21,General,write final one word thought blog enough,0.498963991,0.467698538,0.544680099,0.541867472,0.052330962,0.056012519,0.05722505,0.081279513,0.072509443,0.057900126,0.083039012,0.045695256,0.066308181,0.067743587,0.059153523,0.065535073,0.046684445,0.064146461,0.070973054,0.053463797,0.064296663,0.360343516,0.058398083,0.27037859,0.246583208,0.642751038
810,U0WDYEG6S,16/04/2016 3:48,17/04/2016 1:36,17/04/2016 1:36,21,General,nope word,0.70675364,0.488758014,0.564250356,0.469504296,0.078651478,0.090345491,0.028769406,0.087406589,0.035397698,0.123071487,0.027833549,0.100026097,0.096772289,0.03081594,0.039190598,0.022621659,0.031852075,0.071039525,0.11116053,0.025045592,0.201071709,0.194377244,0.156678319,0.195937946,0.251934767,0.052691918
811,U0WDYEG6S,16/04/2016 3:48,17/04/2016 1:36,17/04/2016 1:36,21,General,assignment,0.785667394,0.409888126,0.450159211,0.259763316,0.420547988,0.008723099,0.000467434,0.009492484,0.000228437,0.092299621,0.000508662,0.188865756,0.205523865,0.011013163,0.00494595,0.001040838,0.010120524,0.019423754,0.004263021,0.022535404,0.189806879,0.222971588,0.222123519,0.165034264,0.200063705,0.303170621
812,U0X6CUQ3D,16/04/2016 3:48,17/04/2016 1:36,17/04/2016 1:36,21,General,guy easy writing business data understanding topic though gone dsi assignment simple smile,0.545954747,0.474070456,0.633637907,0.345511887,0.069628813,0.017987989,0.013222663,0.058169414,0.03304669,0.134491537,0.042759343,0.053812842,0.174019541,0.127918792,0.098862439,0.017108896,0.039556901,0.023274784,0.044956411,0.051182951,0.073439173,0.054382835,0.717348218,0.101253435,0.053576369,0.964217007
813,U0X6CUQ3D,16/04/2016 3:48,17/04/2016 1:36,17/04/2016 1:36,21,General,ohh suck,0.494512044,0.375396123,0.815831042,0.556091858,0.003288274,0.002262593,0.002502356,0.161410285,0.101781951,0.076258206,0.178514628,0.001874843,0.133748717,0.147921816,0.084339149,0.004388864,0.002073517,0.003968346,0.092029734,0.003636726,0.206303895,0.228159115,0.144056231,0.270420283,0.151060462,0.034021679
814,U0WDYEG6S,16/04/2016 3:48,17/04/2016 1:36,17/04/2016 1:36,21,General,writing blog post lecture n ted talk n stuff,0.632103891,0.439928703,0.529123558,0.632960891,0.053126213,0.116882592,0.061377687,0.1095277,0.056632895,0.048267102,0.057515467,0.052310994,0.049019301,0.025741141,0.025346145,0.062334202,0.027469684,0.118704101,0.107847004,0.027897773,0.167774677,0.159394011,0.219111621,0.348192275,0.105527416,0.10810861
815,U0WDYEG6S,16/04/2016 3:49,17/04/2016 1:36,17/04/2016 1:36,21,General,content report,0.414450614,0.445046374,0.509492861,0.576610054,0.050059766,0.043886847,0.06690228,0.070178482,0.069792793,0.034068934,0.106981951,0.032657947,0.052222598,0.079609522,0.051935591,0.102551225,0.049784646,0.067271996,0.045782978,0.076312443,0.16405049,0.218799919,0.22571525,0.142029166,0.249405146,0.573789239
816,U0X6CUQ3D,16/04/2016 3:49,17/04/2016 1:37,17/04/2016 1:37,21,General,yeh wonder mark good must sort scored evaluation,0.344555633,0.532797969,0.388822521,0.588407335,0.033129762,0.061604808,0.148109313,0.03273492,0.083317582,0.019730143,0.07870078,0.035073245,0.018636855,0.044806433,0.047434904,0.139902264,0.084322545,0.058191156,0.034655239,0.079650055,0.03248249,0.685508668,0.162206858,0.05610254,0.063699409,0.732027292
817,U0WDYEG6S,16/04/2016 3:49,17/04/2016 1:37,17/04/2016 1:37,21,General,maybe,0.577258044,0.384998265,0.655208248,0.522375829,0.063163186,0.031569165,0.020273705,0.130165286,0.045750877,0.078012562,0.083592093,0.03456991,0.142537889,0.091537774,0.050099637,0.037042382,0.022200782,0.057680482,0.0712409,0.040563372,0.195129633,0.234050244,0.201556653,0.170081466,0.199181989,0.22520867
818,U0WDYEG6S,16/04/2016 3:49,17/04/2016 1:37,17/04/2016 1:37,21,General,guy,0.561154532,0.487167245,0.614340889,0.43800197,0.054419871,0.038834335,0.028732279,0.079965937,0.059737594,0.114241433,0.059164233,0.054947254,0.113144945,0.083712318,0.084523574,0.028456507,0.040653712,0.038461603,0.080740887,0.040263518,0.201487988,0.211418033,0.201379284,0.167631879,0.218082815,0.673337817
819,U0WDYEG6S,16/04/2016 3:50,17/04/2016 1:37,17/04/2016 1:37,21,General,dsi assignment,0.694263706,0.25320634,0.794498262,0.292510153,0.102117998,0.000174225,3.61E-05,0.013641643,0.000229163,0.052571265,0.002826177,0.008280315,0.648341587,0.13431874,0.010891336,0.000445141,0.001715456,0.002148647,0.001106143,0.021156071,0.187333703,0.227481082,0.228853106,0.176608324,0.179723799,0.255357265
820,U0WDYEG6S,16/04/2016 3:50,17/04/2016 1:38,17/04/2016 1:38,21,General,wanna collaborate,0.759779627,0.246836872,0.777170206,0.612513627,0.062606912,0.0220044,0.003881071,0.288813491,0.014456155,0.066178482,0.050940066,0.01776706,0.233197297,0.041130647,0.011672364,0.013675974,0.003133701,0.077538295,0.081961663,0.011042421,0.205984995,0.24759461,0.194001615,0.178527772,0.173890978,0.615902841
821,U0WDYEG6S,16/04/2016 3:50,17/04/2016 1:38,17/04/2016 1:38,21,General,submit,0.370664765,0.627736354,0.487949429,0.560705863,0.010314699,0.062562691,0.161014488,0.029422621,0.202748202,0.034775609,0.075723536,0.027617394,0.012988189,0.033427058,0.089500256,0.060136594,0.071077513,0.023366265,0.078778458,0.026546428,0.183018744,0.279878974,0.197142407,0.158277139,0.181682736,0.594171345
822,U0X6CUQ3D,16/04/2016 3:50,17/04/2016 1:38,17/04/2016 1:38,21,General,already submitted mine,0.781255658,0.535432247,0.642381592,0.345346618,0.061618488,0.055992624,0.010149828,0.067964237,0.022702434,0.253973787,0.012319932,0.113546867,0.137823978,0.024983464,0.046038035,0.005508008,0.020582732,0.030385522,0.125240433,0.011169633,0.14163366,0.564441562,0.139172152,0.103911601,0.050841052,0.842372239
823,U0X6CUQ3D,16/04/2016 3:50,17/04/2016 1:38,17/04/2016 1:38,21,General,get matter,0.388051359,0.547335528,0.392636082,0.358975481,0.094685251,0.030260539,0.047488616,0.021709698,0.029116796,0.049615041,0.034069568,0.080920636,0.058054568,0.091106477,0.077862121,0.055566439,0.126990766,0.035407862,0.018553708,0.148591919,0.202672467,0.225255549,0.238375545,0.157984853,0.175711572,0.380312741
824,U0WDYEG6S,16/04/2016 3:50,17/04/2016 1:38,17/04/2016 1:38,21,General,ok cool,0.579646066,0.489297144,0.755430521,0.224486925,0.02283306,0.001888058,0.001171712,0.027237048,0.014410082,0.23939244,0.016903071,0.019465472,0.280808078,0.174267007,0.14856483,0.001374422,0.0120801,0.002214698,0.023219928,0.014169995,0.224102989,0.256784201,0.178409427,0.165590823,0.175112545,0.746670961
825,U0X6CUQ3D,16/04/2016 3:50,17/04/2016 1:38,17/04/2016 1:38,21,General,long submit,0.379136638,0.641426142,0.427753473,0.454108889,0.024801194,0.060577559,0.130299929,0.023443326,0.115081076,0.049990169,0.050425665,0.0566011,0.021904449,0.047115601,0.107526876,0.057094187,0.121746723,0.02654358,0.053502183,0.053346385,0.180953875,0.320060462,0.199587166,0.142685801,0.156712681,0.661857009
826,U0WDYEG6S,16/04/2016 3:50,17/04/2016 1:38,17/04/2016 1:38,21,General,submit mine,0.4589642,0.566170266,0.534678028,0.411054879,0.04235921,0.041849114,0.054083476,0.044435456,0.081619816,0.090858698,0.057425921,0.060205406,0.063926197,0.082614673,0.117420748,0.038051953,0.07780613,0.029444123,0.063156389,0.054742694,0.190974385,0.316283792,0.18657358,0.160702869,0.145465404,0.752894223
827,U0WDYEG6S,16/04/2016 3:50,17/04/2016 1:38,17/04/2016 1:38,21,General,perfect,0.449070237,0.486193582,0.486177452,0.542327249,0.053942603,0.058154392,0.075517857,0.061332909,0.070077803,0.044043568,0.0796454,0.047462616,0.050056757,0.065002468,0.05719389,0.085828175,0.061633781,0.066094108,0.053965144,0.070048531,0.17813617,0.208790869,0.245710164,0.159433961,0.207928807,0.931779742
828,U0X6CUQ3D,16/04/2016 3:51,17/04/2016 1:38,17/04/2016 1:38,21,General,gave everyone grade though,0.491303752,0.441613481,0.523861526,0.478112162,0.088689705,0.038589929,0.036866124,0.069222821,0.040191218,0.058763177,0.066130651,0.053901591,0.096688962,0.092369884,0.056138236,0.06065954,0.051493817,0.063495889,0.042070499,0.084727953,0.089206755,0.161676064,0.189158708,0.151371092,0.408587396,0.449772239
829,U0X6CUQ3D,16/04/2016 3:51,17/04/2016 1:39,17/04/2016 1:39,21,General,mentioned super busy assignment,0.517956044,0.420348813,0.595707188,0.392323997,0.099883918,0.018310152,0.014491723,0.064718392,0.025066865,0.084551212,0.051221911,0.048880971,0.172772885,0.136742539,0.066918761,0.029612547,0.038687252,0.037415168,0.031671744,0.079053959,0.257891059,0.188844353,0.308333427,0.119745359,0.125185832,0.615827799
830,U0X6CUQ3D,16/04/2016 3:52,17/04/2016 1:39,17/04/2016 1:39,21,General,co truth jammed week content week rds full load,0.378925391,0.485330551,0.424023317,0.467055645,0.08112222,0.035255589,0.059135577,0.037052903,0.039740198,0.034858439,0.062150282,0.051871254,0.054515627,0.091441192,0.058469422,0.092483003,0.087005682,0.055136737,0.023692406,0.13606947,0.065263957,0.101678997,0.705554426,0.093426391,0.034076199,0.289356053
831,U0WDYEG6S,16/04/2016 3:55,17/04/2016 1:43,17/04/2016 1:43,21,General,lol,0.687959724,0.527697589,0.774696564,0.26346407,0.013917866,0.005264904,0.001976588,0.055295823,0.031046198,0.326930363,0.020759555,0.020814358,0.218607408,0.082071164,0.122738548,0.001321678,0.007814276,0.003520466,0.082695659,0.005225145,0.174654722,0.212332517,0.196716249,0.189662129,0.226634413,0.67040205
832,U0X6CUQ3D,16/04/2016 4:08,17/04/2016 1:56,17/04/2016 1:56,21,Business Understanding,also guy date spend talk group rather random time way generate alot content get data real time collaboration well probably tail end every crisp phase online slack meeting,0.537754929,0.450106404,0.551258717,0.570906663,0.054018144,0.066198252,0.055774449,0.095118919,0.06832796,0.056421626,0.08014117,0.046055599,0.066176352,0.055755998,0.047537286,0.065417285,0.038803527,0.077643257,0.081097914,0.045512263,0.430970371,0.208224759,0.140560359,0.203919068,0.016325455,0.213033348
